"","index","order","family","genus","species","binomial","taxonomy.ref","distribution","continent","mass","mass.ref","mass.status","iucn.status","year.evaluated","extant.status","last.occurence.ka","last.occurence.ref","time.of.extinction","trophic","trophic.ref","habitat.mode","lab.comments","to.do","old.distribution","X"
"863",4459,"Rodentia","Cricetidae","Thaptomys","nigrita","Thaptomys nigrita","1","SE Brazil (Bahia to Rio Grande do Sul), E Paraguay, and NE Argentina (Misiones).","South.America",21,"338","valid","LC",2008,"extant","","","","","","","","","Brazil (Bahia, Rio Gr|e do Sul), Paraguay, Argentina (Misiones).",NA
"864",4960,"Rodentia","Muridae","Acomys","subspinosus","Acomys subspinosus","1","South Africa; restricted to Western Cape Province (Bates, 1994; Dippenaar and Rautenbach, 1986; Skinner and Smithers, 1990).","Africa",21,"129, 135","valid","LC",2017,"extant","","","","frug/browse","t1","terr","","","",NA
"865",1565,"Chiroptera","Phyllostomidae","Sturnira","ludovici","Sturnira ludovici","1","Ecuador and Guyana north to Sonora and Tamaulipas (Mexico).","North.America",21.022,"153","valid","LC",2016,"extant","","","","Frug","t2","volant","","","Ecuador, Guyana, Mexico",NA
"866",1566,"Chiroptera","Phyllostomidae","Sturnira","ludovici","Sturnira ludovici","1","Ecuador and Guyana north to Sonora and Tamaulipas (Mexico).","South.America",21.022,"153","valid","LC",2016,"extant","","","","Frug","t3","volant","","","Ecuador, Guyana, Mexico",NA
"867",1873,"Chiroptera","Rhinolophidae","Rhinolophus","ferrumequinum","Rhinolophus ferrumequinum","1","Algeria, Morocco, and Tunisia; S Europe from Portugal to Greece and north to S England, the Netherlands, S Germany, Austria, Czech Republic, Slovakia, and Bulgaria; Turkey, Cyprus, Georgia, and Azerbaijan; Urkrain, Crimea, and Caucacus regions; the Mediterranean coast from Turkey to Israel and Jordan; NE Iraq, Iran, Turkmenistan, Uzbekistan, S Kazakhstan, Afganistan, Pakistan, N India, Nepal, Sikkim, China, Korea, and Japan; adjacent small islands. Records at some localities in northern Europe (e.g., the Netherlands) apparently reflect temporary northern range extensions (Glas and Vo˚te, 1992<i>a</i>).","Africa",21.061,"153","","",NA,"extant","","","","ainsect","t1","volant","","","Morocco, Tunesia, Iran, Himalayas, China, Japan",NA
"868",1874,"Chiroptera","Rhinolophidae","Rhinolophus","ferrumequinum","Rhinolophus ferrumequinum","1","Algeria, Morocco, and Tunisia; S Europe from Portugal to Greece and north to S England, the Netherlands, S Germany, Austria, Czech Republic, Slovakia, and Bulgaria; Turkey, Cyprus, Georgia, and Azerbaijan; Urkrain, Crimea, and Caucacus regions; the Mediterranean coast from Turkey to Israel and Jordan; NE Iraq, Iran, Turkmenistan, Uzbekistan, S Kazakhstan, Afganistan, Pakistan, N India, Nepal, Sikkim, China, Korea, and Japan; adjacent small islands. Records at some localities in northern Europe (e.g., the Netherlands) apparently reflect temporary northern range extensions (Glas and Vo˚te, 1992<i>a</i>).","Eurasia",21.061,"153","","",NA,"extant","","","","ainsect","t1","volant","","","Morocco, Tunesia, Iran, Himalayas, China, Japan",NA
"869",3147,"Paucituberculata","Caenolestidae","Lestoros","inca","Lestoros inca","1","S Andean Per˙ and adjacent Bolivia.","South.America",21.1,"61","valid","LC",2008,"extant","","","","ginsect/carn","t3","terr","","","",NA
"870",4320,"Rodentia","Cricetidae","Peromyscus","leucopus","Peromyscus leucopus","1","S Alberta and to S Ontario, Quebec and Nova Scotia, Canada; throughout much of C and E USA, excluding Florida; southwards to N Durango and along Caribbean coast to Isthmus of Tehuantepec and NW Yucat·n Peninsula, MÈxico.","North.America",21.175,"60","valid","LC",2008,"extant","","","","ginsect/frug/browse","t2","terr","phylo revision; Peromyscus is now in Cricetidae not Muridae","","",NA
"871",4406,"Rodentia","Cricetidae","Rhagomys","rufescens","Rhagomys rufescens","1","Known only from the type locality.","South.America",21.2,"61","valid","NT",2008,"extant","","","Future2","ginsect/frug/browse","","arboreal","phylo revision; Rhagomys is now in Cricetidae not Muridae","","",NA
"872",4112,"Rodentia","Cricetidae","Myodes","glareolus","Myodes glareolus","1","W Palaearctic forests from France and Scandinavia to Lake Baikal, south to N Spain, N Italy (isolated montane populations farther south), the Balkans (but not most of Greece), W and N Turkey, N Kazakhstan and the Altai and Sayan Mtns; also occurs on Britain and SW Ireland.","Eurasia",21.2,"68","valid","LC",2008,"extant","","","","Frug/browse","same as congeners","terr","synonym; was Clethrionomys glareolus, now is Myodes glareolus","","France, Sc|inavia, Spain, Italy, Turkey, Kazakhstan, Britain, Irel|",NA
"873",1136,"Chiroptera","Molossidae","Chaerephon","jobensis","Chaerephon jobensis","1","Seram (Moluccas), Yapen Isl (Indonesia), New Guinea, N and C Australia.","Australia",21.25,"153","valid","LC",2016,"extant","","","","Ainsect","t4","volant","sometimes C. bregullae is included","","New Guniea, Australia, Solomon Isls., Fiji, Bismarck Arch",NA
"874",4324,"Rodentia","Cricetidae","Peromyscus","maniculatus","Peromyscus maniculatus","1","Panhandle of Alaska and across N Canada, south through most of continental USA, excluding the SE and E seaboard, to southernmost Baja California Sur and to NC Oaxaca, MÈxico; including many landbridge islands.","North.America",21.283,"60","valid","LC",2016,"extant","","","","Frug/ginsect","t2","terr","phylo revision; Peromyscus is now in Cricetidae not Muridae","","",NA
"875",4454,"Rodentia","Cricetidae","Synaptomys","borealis","Synaptomys borealis","1","Patchy occurrence in boreal habitats, from Alaska to N Washington, USA, eastwards across much of interior Canada to Labrador; disjunct range segment from Gaspe Peninsula, Quebec, to C New Hampshire, USA.","North.America",21.3,"60","valid","LC",2008,"extant","","","","Graze/browse","t2","terr","phylo revision; Synaptomys is now in Cricetidae not Muridae","","",NA
"876",4212,"Rodentia","Cricetidae","Oligoryzomys","flavescens","Oligoryzomys flavescens","1","E Paraguay (Bonvicino and Weksler, 1998), SE Brazil (Rio Grande do Sul to Bahia), Uruguay, and N to SC Argentina; range limits uncertain.","South.America",21.3,"60","valid","LC",2008,"extant","","","","Frug/ginsect","t3","terr","phylo revision; Oligoryzomys is now in Cricetidae not Muridae","","",NA
"877",4187,"Rodentia","Cricetidae","Notiomys","edwardsii","Notiomys edwardsii","1","S Argentina, from S RÌo Negro Prov. to C Santa Cruz Prov. (see PardiÒas and Galliari, 1998<i>a</i>:Fig. 5).","South.America",21.3,"61","valid","LC",2008,"extant","","","","Ginsect/frug","t3","terr","phylo revision; Notiomys is now in Cricetidae not Muridae","","",NA
"878",1396,"Chiroptera","Phyllostomidae","Centurio","senex","Centurio senex","1","Venezuela to Tamaulipas and Sinaloa (Mexico); Trinidad and Tobago.","South.America",21.325,"153","valid","LC",2016,"extant","","","","Frug","t3","volant","","","Venezuela, Tamaulipas, Mexico, Trinidad, Tabago",NA
"879",1395,"Chiroptera","Phyllostomidae","Centurio","senex","Centurio senex","1","Venezuela to Tamaulipas and Sinaloa (Mexico); Trinidad and Tobago.","North.America",21.33,"153","valid","LC",2016,"extant","","","","Frug","t2","volant","","","Venezuela, Tamaulipas, Mexico, Trinidad, Tabago",NA
"880",4299,"Rodentia","Cricetidae","Peromyscus","boylii","Peromyscus boylii","1","Much of SW USA, from N California to westernmost Oklahoma, south to N Baja California Norte and Trans-Pecos Texas (see Bradley et al., 1999<i>a</i>), along the Sierra Madre Occidental and W Central Plateau to Queretaro and W Hidalgo, MÈxico.","North.America",21.35,"60","valid","LC",2016,"extant","","","","Frug","t2","terr","phylo revision; Peromyscus is now in Cricetidae not Muridae","","",NA
"881",1705,"Chiroptera","Pteropodidae","Nanonycteris","veldkampii","Nanonycteris veldkampii","1","Guinea to Central African Republic.","Africa",21.35,"153","","LC",2017,"extant","","","","frug","t1","volant","","","Guinea, Central African Republic",NA
"882",5436,"Rodentia","Muridae","Mus","saxicola","Mus saxicola","1","India (disjunct distribution mapped by Agrawal, 2000), S Nepal, and S Pakistan.","Eurasia",21.4,"60","valid","LC",2008,"extant","","","","frug/browse","same as congeners","terr","","","PenInsular India, Pakistan, Nepal",NA
"883",4994,"Rodentia","Muridae","Apodemus","sylvaticus","Apodemus sylvaticus","1","European and N African: Europe north to Scandinavia; south to NW Turkey (Thrace and NW Anatolia; Filippucci et al., 1996; Pamukoglu and Albayrak, 1996; specimens in USNM); and east to C Belarus, E Ukraine, and closely adjacent W Russia, which is the easternmost limit of the species (Zagorodnyuk, 1993); see maps in Zagorodnyuk et al. (1997:39), Mezhzherin (1997<i>a</i>:33), Niethammer (1978<i>c</i>:341), and Mitchell-Jones et al. (1999:275). Range in N Africa extends from Atlas Mtns in Morocco east across Algiers to Tunisia (Aulagnier, 1991; Aulagnier and Thevenot, 1986; Kock and Felton, 1980). Also found on Iceland; Britain, Ireland, and numerous nearby islands; Aegean islands (Kryötufek, 2002<i>a</i>; ÷zkan and Kryötufek, 1999); some islands in the Tuscan Arch. (De Marinis et al., 1996); Sardinia, Corsica (Masseti, 1993), and other Mediterranean islands (Alcover and Gosalbez, 1988; Amori, 1993; Amori and Masseti, 1996; Cheylan, 1991).","Africa",21.5,"70","valid","LC",2014,"extant","","","","frug/ginsect","t1","terr","","","",NA
"884",1215,"Chiroptera","Molossidae","Mops","niveiventer","Mops niveiventer","1","Dem. Rep. Congo, Rwanda, Burundi, Tanzania, Angola, Zambia, Mozambique. Records from Botswana and Madagascar are erroneous; Botswana records are now thought to represent <i>condylurus</i> while Madagascar records represent <i>leucostigma</i> (see Hayman and Hill [1971], Meester et al. [1986], and Peterson et al. [1995]).","Africa",21.7,"153","valid","LC",2008,"extant","","","","ainsect","t1","volant","","","Zaire, Rwanda, Burundi, Tanzania, Angola, Zambia, Mozambique",NA
"885",3877,"Rodentia","Cricetidae","Arborimus","longicaudus","Arborimus longicaudus","1","Coastal area and Western Cascade Mtns, W Oregon (Verts and Carraway, 1998:Fig. 11-106), USA.","North.America",21.8,"60","valid","NT",2008,"extant","","","Future2","Browse","t2","terr","phylo revision; Arborimus is now in Cricetidae not Muridae","","",NA
"886",3816,"Rodentia","Cricetidae","Akodon","albiventer","Akodon albiventer","1","SE Per˙, through SW Bolivia, to N Argentina and extreme NE Chile.","South.America",21.8,"61","valid","LC",2008,"extant","","","","ginsect/frug/browse","t3","terr","phylo revision; Akodon is now in Cricetidae not Muridae","","",NA
"887",2492,"Chiroptera","Vespertilionidae","Scotomanes","ornatus","Scotomanes ornatus","1","NE India (including Sikkim), Burma, S China, Thailand,<i><u> </u></i>Vietnam.","Eurasia",21.8,"153","","LC",2008,"extant","","","","Ainsect","same as family","volant","","","India (including Sikkim), Burma, China, thail, , Vietnam",NA
"888",3966,"Rodentia","Cricetidae","Eothenomys","olitor","Eothenomys olitor","1","NE Yunnan at the type locality and SW Yunnan between the Mekong and Salween River valleys, 1800-3350 m (Kaneko, 1996<i>b</i>).","Eurasia",22,"60","valid","LC",2008,"extant","","","","Graze/browse","","terr","phylo revision; Eothenomys is now in Cricetidae not Muridae","","China",NA
"889",22,"Afrosoricida","Chrysochloridae","Neamblysomus","julianae","Neamblysomus julianae","1","Pretoria (Gauteng), Nylstroom (Limpopo Prov.) and Kruger Nat. Park (Mpumalanga, South Africa).","Africa",22,"60","valid","EN",2014,"extant","","","Future","ginsect","t1","terr- fossorial","Discarded order; was Insectivora now Afriosoricida","","South Africa",NA
"890",4856,"Rodentia","Heteromyidae","Chaetodipus","californicus","Chaetodipus californicus","1","C California (USA) to N Baja California (Mexico).","North.America",22,"60","valid","LC",2008,"extant","","","","Frug","t2","terr","","","",NA
"891",2679,"Didelphimorphia","Didelphidae","Gracilinanus","agilis","Gracilinanus agilis","1","Brazil, E Per˙, E Bolivia, Paraguay, Uruguay, and adjacent Argentina.","South.America",22,"61","valid","LC",2015,"extant","","","","Ginsect/frug","t3","terr","","","",NA
"892",4307,"Rodentia","Cricetidae","Peromyscus","eva","Peromyscus eva","1","Most of Baja California Sur and Carmen Isl, MÈxico.","North.America",22,"66","valid","LC",2016,"extant","","","","ginsect/frug","t2","terr","phylo revision; Peromyscus is now in Cricetidae not Muridae","","",NA
"893",4950,"Rodentia","Muridae","Acomys","kempi","Acomys kempi","1","S Ethiopia, S Somalia, Kenya and NE Tanzania (samples in FMNH and USNM); also see Bates (1994); limits unknown.","Africa",22,"109","valid","LC",2008,"extant","","","","frug/browse","t1","terr","","","",NA
"894",4955,"Rodentia","Muridae","Acomys","percivali","Acomys percivali","1","S Sudan (east of White Nile), E Uganda, SW Ethiopia, and Kenya; see Bates (1994).","Africa",22,"109","valid","LC",2008,"extant","","","","frug/browse","t1","terr","","","",NA
"895",1220,"Chiroptera","Molossidae","Mops","thersites","Mops thersites","1","Sierra Leone to Rwanda; Bioko (Equatorial Guinea); perhaps Mozambique and Zanzibar.","Africa",22,"153","valid","LC",2016,"extant","","","","ainsect","t1","volant","","","Sierra Leone, Rwanda, Bioko, Mozambique, Zanzibar",NA
"896",981,"Chiroptera","Emballonuridae","Taphozous","hilli","Taphozous hilli","1","Western Australia, South Australia, and Northern Territory.","Australia",22,"153","valid","LC",2008,"extant","","","","Ainsect","t4","volant","","","Western Australia, South Australia, Northern Terri|ry",NA
"897",3929,"Rodentia","Cricetidae","Cricetulus","longicaudatus","Cricetulus longicaudatus","1","Altai and Tuva regions of Russia and Kazakhstan (Gromov and Erbajeva, 1995), NW China (Xinjiang), Mongolia, and adjacent Chinese regions in Nei Mongol, Hebei, Beijing, Tianjin, Henan, N Shanxi, Ningxia, N Sichuan, and N Xizang (Tibet); see Feng et al. (1986), Qin (1991), Corbet and Hill (1992), Wang (2003), and Zhang et al. (1997).","Eurasia",22.1,"173","valid","LC",2008,"extant","","","","frug/browse/ginsect","","terr","phylo revision; Cricetulus is now in Cricetidae not Muridae","","",NA
"898",2580,"Dasyuromorphia","Dasyuridae","Antechinus","agilis","Antechinus agilis","1","Australia: Victoria (SW, and C, E and NE districts), and SE New South Wales north on the coast to Kioloa (35∞32'S, 150∞23'E), and inland north to Mt. Canobolas (33∞10'S, 149∞00'E).","Australia",22.13,"289","","LC",2008,"extant","","","","","","","","","",NA
"899",1683,"Chiroptera","Pteropodidae","Macroglossus","sobrinus","Macroglossus sobrinus","1","NE India, Burma, C and S Thailand, S Laos, Vietnam, Sumatra, Java, Bali, and Sipora, Siberut, and Mentawai Isls (Indonesia). Reports of this species from Cambodia cannot be confirmed (Kock, 2000<i>a</i>).","Eurasia",22.133,"153","","LC",2008,"extant","","","","Frug","same as congeners","volant","","","Sumatra, Java",NA
"900",4980,"Rodentia","Muridae","Apodemus","draco","Apodemus draco","1","China (Fujian, Jiangxi, Zhejiang, Anhui, Henan, Hubei, and Hunan in the east through Shanxi, Shaanxi, Ninxia, Gansu and Guangxi to Guizhou, Sichuan, Yunnan, and SE Xizang in the west), N and EC Burma (Kachin and Chin states, respectively), and NE India (Arunachal Pradesh; USNM 564492, 564493); see Musser et al., (1996), Agrawal (2000), Corbet and Hill (1992), Feng et al. (1986) and Zhang et al. (1997).","Eurasia",22.25,"60","valid","LC",2008,"extant","","","","frug/ginsect","same as congeners","terr","","","",NA
"901",3991,"Rodentia","Cricetidae","Hyperacrius","fertilis","Hyperacrius fertilis","1","Subalpine scrub and meadows, 2450-3600 m, N India (Jammu and Kashmir) and N Pakistan.","Eurasia",22.25,"117","valid","NT",2008,"extant","","","Future2","ginsect/frug/browse","","terr","phylo revision; Hyperacrius is now in Cricetidae not Muridae","","Kashmir, India & Pakistan",NA
"902",4621,"Rodentia","Dipodidae","Napaeozapus","insignis","Napaeozapus insignis","1","Canada: SE Manitoba, SW and E Ontario, S and E Quebec north to S Labrador. USA: E Minnesota, N and C Wisconsin, upper peninsular and N lower peninsular Michigan, E Ohio, Pennsylvania; north and east to NW New Jersey, New York, Connecticut, Rhode Island, W Massachusetts (isolated population in Martha's Vinyard), Vermont, New Hampshire, and Maine; south to West Virginia, W Virginia, E Kentucky, E Tennessee, W North Carolina, NW South Carolina, and NE Georgia.","North.America",22.3,"60","valid","LC",2008,"extant","","","","Browse/frug/ginsect","t2","terr","","","",NA
"903",3126,"Microbiotheria","Microbiotheriidae","Dromiciops","gliroides","Dromiciops gliroides","1","Chile and adjacent Argentina from about 36∞S to near 43∞S.","South.America",22.3,"60","valid","NT",2008,"extant","","","Future2","Ginsect","t3","terr","","","",NA
"904",4189,"Rodentia","Cricetidae","Ochrotomys","nuttalli","Ochrotomys nuttalli","1","SE USA, from SE Missouri across to E West Virginia and S Virginia, south to E Texas, the Gulf coast, and C Florida.","North.America",22.375,"60","valid","LC",2008,"extant","","","","Frug/ginsect","t2","terr","phylo revision; Ochrotomys is now in Cricetidae not Muridae","","",NA
"905",2226,"Chiroptera","Vespertilionidae","Myotis","blythii","Myotis blythii","1","Turkey and Israel to Iraq and Iran; NW India and the Himalayas; NW Altai Mtns; Inner Mongolia and Shensi (China).","Eurasia",22.467,"153","","",NA,"extant","","","","Ainsect","same as congeners","volant","","","Africa, Crimea, Caucasus Mtns, Asia Minor, Israel, Kirgizia, Afrghanistan, Himalayas, Mongolia, China",NA
"906",2632,"Dasyuromorphia","Dasyuridae","Sminthopsis","aitkeni","Sminthopsis aitkeni","1","Kangaroo Isl (South Australia).","Australia",22.5,"59","valid","",NA,"extant","","","Future","Ginsect","t4","terr","","","",NA
"907",4219,"Rodentia","Cricetidae","Oligoryzomys","microtis","Oligoryzomys microtis","1","Amazon Basin of Brazil and contiguous lowlands of Per˙, Bolivia, and Paraguay.","South.America",22.5,"60","valid","LC",2008,"extant","","","","Frug/ginsect","t3","terr","phylo revision; Oligoryzomys is now in Cricetidae not Muridae","","",NA
"908",1200,"Chiroptera","Molossidae","Molossus","sinaloae","Molossus sinaloae","1","Sinaloa and Michoacan (Mexico) to Colombia, Guyana, Surinam, and French Guiana; Trinidad.","South.America",22.575,"153","valid","LC",2016,"extant","","","","Ainsect","t3","volant","","","Mexico, Colombia, Surinam, Trinidad",NA
"909",1199,"Chiroptera","Molossidae","Molossus","sinaloae","Molossus sinaloae","1","Sinaloa and Michoacan (Mexico) to Colombia, Guyana, Surinam, and French Guiana; Trinidad.","North.America",22.58,"153","valid","LC",2016,"extant","","","","Ainsect","t2","volant","","","Mexico, Colombia, Surinam, Trinidad",NA
"910",2029,"Chiroptera","Vespertilionidae","Falsistrellus","tasmaniensis","Falsistrellus tasmaniensis","1","E and SE Australia, Tasmania.","Australia",22.65,"153","","LC",2008,"extant","","","","Ainsect","t4","volant","synonym; Pipstrellus is now Falsistrellus","","Australia, Tasmania",NA
"911",3825,"Rodentia","Cricetidae","Akodon","fumeus","Akodon fumeus","1","E Andean slopes, about 1000-3500 m, of SE Per˙, WC Bolivia (Anderson, 1997), and NW Argentina (Jujuy, see DÌaz and Barquez, 1999).","South.America",22.7,"61","valid","LC",2008,"extant","","","","ginsect/frug/browse","t3","terr","phylo revision; Akodon is now in Cricetidae not Muridae","","",NA
"912",4387,"Rodentia","Cricetidae","Reithrodontomys","creper","Reithrodontomys creper","1","Upper elevations, 1300-3350 m, in the Cordilleras Tilar·n, Central, and Talamanca, Costa Rica, to ChiriquÌ region, W Panam·.","North.America",22.8,"71","valid","LC",2008,"extant","","","","Frug","t2","terr","phylo revision; Reithrodontomys is now in Cricetidae not Muridae","","Costa Rica, Panama",NA
"913",3927,"Rodentia","Cricetidae","Cricetulus","barabensis","Cricetulus barabensis","1","Steppes of S Siberia from Irtysh River to Ussuri region, south through Transbaikalia to Mongolia (Gromov and Erbajeva, 1995), NE China (Zhang et al., 1997), and Korean Peninsula (Won and Smith, 1999).","Eurasia",22.85,"170, 173","valid","LC",2016,"extant","","","","frug/browse/ginsect","","terr","phylo revision; Cricetulus is now in Cricetidae not Muridae","","",NA
"914",4918,"Rodentia","Heteromyidae","Perognathus","parvus","Perognathus parvus","1","Great Basin from S British Columbia (Canada), south to E California and east to SE Wyoming and NW Arizona (USA).","North.America",22.85,"60, 66","valid","LC",2008,"extant","","","","Frug","t2","terr","","","",NA
"915",2019,"Chiroptera","Vespertilionidae","Eptesicus","serotinus","Eptesicus serotinus","1","W Europe through Turkey and S Asiatic Russia to Himalayas, Thailand and China, north to Korea; Taiwan; S England; N Africa; most islands in Mediterranean. Koopman (1993) listed ""perhaps Subsaharan Africa"" under his account of the range of this species, but there are no known records from that region (M. Happold, pers. comm.)","Africa",22.858,"153","","LC",2008,"extant","","","","ainsect","t1","volant","","","Russia, Himalayas, Thailand, China, Korea, Taiwan, England, Africa, Mediterranean",NA
"916",2020,"Chiroptera","Vespertilionidae","Eptesicus","serotinus","Eptesicus serotinus","1","W Europe through Turkey and S Asiatic Russia to Himalayas, Thailand and China, north to Korea; Taiwan; S England; N Africa; most islands in Mediterranean. Koopman (1993) listed ""perhaps Subsaharan Africa"" under his account of the range of this species, but there are no known records from that region (M. Happold, pers. comm.)","Eurasia",22.858,"153","","LC",2008,"extant","","","","ainsect","t1","volant","","","Russia, Himalayas, Thailand, China, Korea, Taiwan, England, Africa, Mediterranean",NA
"917",5414,"Rodentia","Muridae","Mus","famulus","Mus famulus","1","An Indian endemic recorded only from the Western Ghats (= Sahyadris) in tropical evergreen rain forest covering the Nilgiri Hills in SW peninsular India, about 1500 m (Agrawal, 2000; Corbet and Hill, 1992).","Eurasia",22.88,"179","valid","EN",2008,"extant","","","Future","frug/browse","same as congeners","terr","","","India",NA
"918",4001,"Rodentia","Cricetidae","Juliomys","pictipes","Juliomys pictipes","1","NE Argentina and SE Brazil (S„o Paulo and Santa Catarina).","South.America",22.9,"61","valid","LC",2008,"extant","","","","Browse","t3","terr","synonym; was Wilfredomys, now is Juliomys pictipes","","Argentina, Brazil",NA
"919",975,"Chiroptera","Emballonuridae","Taphozous","australis","Taphozous australis","1","N Queensland (Australia), Torres Strait Isls, SE New Guinea.","Australia",22.9,"153","valid","NT",2008,"extant","","","","Ainsect","t4","volant","","","Australia, Torres strait Isls, New Guinea",NA
"920",1973,"Chiroptera","Vespertilionidae","Bauerus","dubiaquercus","Bauerus dubiaquercus","1","TrÈs Marias Isls, Jalisco, Veracruz, Oaxaca, and Chiapas (Mexico); Belize; Honduras, Costa Rica.","North.America",22.925,"153","","NT",2018,"extant","","","","Ginsect","t2","volant","synonym; Antrozus is now Bauerus","","Tres Marias Isls, Mexico, Belize, Honduras, Costa Rica",NA
"921",2500,"Chiroptera","Vespertilionidae","Scotophilus","kuhlii","Scotophilus kuhlii","1","Bangladesh, Pakistan to Taiwan, south to Sri Lanka, Burma, Cambodia, W Malaysia, Java, Bali, Nusa Tenggara (Indonesia), southeast to Philippines and Aru Isls (Indonesia).","Eurasia",22.967,"153","","LC",2018,"extant","","","","Ainsect","same as congeners","volant","","","pakistan, taiwan, , sri lanka, w malaysia, , philippines, aru isl|s",NA
"922",3876,"Rodentia","Cricetidae","Arborimus","albipes","Arborimus albipes","1","Pacific coastal zone south of Columbia River, from W Oregon to extreme NW California, USA.","North.America",23,"60","valid","LC",2008,"extant","","","","Browse","t2","terr","phylo revision; Arborimus is now in Cricetidae not Muridae","","",NA
"923",4208,"Rodentia","Cricetidae","Oligoryzomys","chacoensis","Oligoryzomys chacoensis","1","Dryer habitats of SE Bolivia, W Paraguay, SW Brazil, and N Argentina.","South.America",23,"60","valid","LC",2008,"extant","","","","Frug/ginsect","t3","terr","phylo revision; Oligoryzomys is now in Cricetidae not Muridae","","",NA
"924",4853,"Rodentia","Heteromyidae","Chaetodipus","arenarius","Chaetodipus arenarius","1","Baja California Peninsula (Mexico).","North.America",23,"66","valid","LC",2016,"extant","","","","Frug/browse","t2","terr","","","",NA
"925",4861,"Rodentia","Heteromyidae","Chaetodipus","goldmani","Chaetodipus goldmani","1","NE to S Sonora, SW Chihuahua, and N Sinaloa (Mexico); see Straney and Patton (1980).","North.America",23,"66","valid","NT",2008,"extant","","","Future2","Frug/browse","t2","terr","","","",NA
"926",4864,"Rodentia","Heteromyidae","Chaetodipus","lineatus","Chaetodipus lineatus","1","San Luis Potosi and SE Zacatecas (Mexico).","North.America",23,"66","valid","DD",2008,"extant","","","","Frug","t2","terr","","","",NA
"927",6414,"Soricomorpha","Soricidae","Crocidura","nigeriae","Crocidura nigeriae","1","Rainforest in Nigeria, Cameroon, and Bioko; exact distribution unknown.","Africa",23,"130","valid","LC",2016,"extant","","","","ginsect","t1","terr","Discarded order; was Insectivora now Soricopmorpha","","",NA
"928",4056,"Rodentia","Cricetidae","Microtus","duodecimcostatus","Microtus duodecimcostatus","1","S Portugal, Spain (except NW region; Brunet-Lecomte, 1991; Castiens and Gosalbez, 1992; Torre et al., 1996), and SE France.","Eurasia",23,"134","valid","LC",2008,"extant","","","","Graze/browse","same as congeners","terr","phylo revision; Microtus is now in Cricetidae not Muridae","","France, Spain, Portugal",NA
"929",2026,"Chiroptera","Vespertilionidae","Falsistrellus","mackenziei","Falsistrellus mackenziei","1","SW Australia.","Australia",23,"289","","NT",2017,"extant","","","","","","volant","","","Australia",NA
"930",6355,"Soricomorpha","Soricidae","Crocidura","grandiceps","Crocidura grandiceps","1","High forest regions of Guinea, CÙte díIvoire, Ghana, Nigeria, and possibly Cameroon (Hutterer and Schlitter, 1996).","Africa",23,"60, 130","valid","DD",2016,"extant","","","Future2","ginsect","t1","terr","Discarded order; was Insectivora now Soricopmorpha","","",NA
"931",2147,"Chiroptera","Vespertilionidae","Lasiurus","intermedius","Lasiurus intermedius","1","Honduras to Sinaloa (Mexico) and through Texas to Florida and New Jersey (USA); Cuba.","North.America",23.025,"153","","LC",2008,"extant","","","","Ainsect","t2","volant","","","Mexico, USA, Cuba",NA
"932",958,"Chiroptera","Emballonuridae","Saccolaimus","mixtus","Saccolaimus mixtus","1","SE New Guinea, NE Queensland (Australia).","Australia",23.03333333,"259","valid","NT",2016,"extant","","","","Ainsect","t4","volant","specimens from New Guinea and Australia","","New Guniea, Australia",NA
"933",1405,"Chiroptera","Phyllostomidae","Chiroderma","villosum","Chiroderma villosum","1","Hidalgo (Mexico) south to S Brazil, Bolivia and Peru; Trinidad and Tobago.","North.America",23.12,"153","valid","LC",2015,"extant","","","","Frug","t2","volant","","","Mexico, Brazil, Bolivia, Peru, Trinidad, Tobago",NA
"934",1406,"Chiroptera","Phyllostomidae","Chiroderma","villosum","Chiroderma villosum","1","Hidalgo (Mexico) south to S Brazil, Bolivia and Peru; Trinidad and Tobago.","South.America",23.12,"153","valid","LC",2015,"extant","","","","Frug","t3","volant","","","Mexico, Brazil, Bolivia, Peru, Trinidad, Tobago",NA
"935",4081,"Rodentia","Cricetidae","Microtus","multiplex","Microtus multiplex","1","Western and Central Alps in E France, Switzerland (Maurizio, 1994; Hausser, 1995), far W Austria, and N Italy, including N Italian Apennines (Amori et al., 1999; Cantini, 1991; Paolucci et al., 1994). The Adige River Valley (Trentino region) in the Alps of NE Italy is apparently the boundary between ranges of <i>M. multiplex </i>(to the west) and <i>M. liechtensteini</i> (eastward); see Brunet-Lecomte and Volobouev (1994), Haring et al. (2000), and Spitzenberger et al. (2000).","Eurasia",23.167,"114, 134","valid","LC",2008,"extant","","","","Graze/browse","same as congeners","terr","phylo revision; Microtus is now in Cricetidae not Muridae","","Switzerl, Austria, Italy, France, Yugoslavia",NA
"936",5133,"Rodentia","Muridae","Gerbillurus","paeba","Gerbillurus paeba","1","South Africa (western half and Limpopo; see Perrin, 1997<i>c</i>,<i> </i>Skinner and Smithers, 1990), W Mozambique, W Zimbabwe, Botswana, Namibia (Griffin, 1990), and SW Angola (Crawford-Cabral, 1998).","Africa",23.3,"60","valid","LC",2008,"extant","","","","frug","t1","terr","","","",NA
